Singers,Genre,Artist,TrackURI,Preview,track,acousticness,instrumentalness,energy,speechiness,liveness,loudness,danceability,tempo,valence
The-Dream,Blues,spotify:artist:1W3FSF1BLpY3hlVIgvenLz,7kpEXIcmGbHYEpJ4i6MH9v,https://p.scdn.co/mp3-preview/cb62bdf3fb148ee69dd6d105cbe7e44716de4a07?cid=b82fb22d072d4120850c99225ff01644,BURY YOU (feat. The-Dream),0.943,0.315,0.325,0.0528,0.112,-15.253,0.545,105.85,0.039
Miguel,Blues,spotify:artist:360IAlyVv4PCEVjgyMZrxK,5sIx4BlfYGuZeSLF40N9GH,https://p.scdn.co/mp3-preview/3a5266d314db37f09273747a2fa73d44e0e1cc7a?cid=b82fb22d072d4120850c99225ff01644,Remind Me to Forget,0.193,0,0.508,0.0987,0.139,-6.4,0.685,99.063,0.315
Miguel,Blues,spotify:artist:360IAlyVv4PCEVjgyMZrxK,1m8WpLYXEiNVZchsWEcCSy,https://p.scdn.co/mp3-preview/b03521234f2079da47efdb746fb7497211c2e0c5?cid=b82fb22d072d4120850c99225ff01644,Come Through and Chill (feat. J. Cole & Salaam Remi),0.158,0,0.653,0.327,0.197,-8.617,0.461,81.628,0.588
Normani,Blues,spotify:artist:2cWZOOzeOm4WmBJRnD5R7I,2qHk6Nz5glNQrjW8Rhd5kv,https://p.scdn.co/mp3-preview/5547fc66dd1424a89baa2d60840e6bd5976eb376?cid=b82fb22d072d4120850c99225ff01644,Waves (feat. 6LACK),0.415,0,0.588,0.255,0.114,-4.92,0.578,79.174,0.3
Ella Mai,Blues,spotify:artist:7HkdQ0gt53LP4zmHsL0nap,01JPQ87UHeGysPVwTqMJHK,https://p.scdn.co/mp3-preview/ee47dbe928f03635221fe65f3280ba5ba28d32d0?cid=b82fb22d072d4120850c99225ff01644,She Don't (feat. Ty Dolla $Ign),0.274,0,0.478,0.0481,0.176,-7.503,0.649,99.967,0.151
Trina,Blues,spotify:artist:4PrinKSrmILmo0kERG0Ogn,1MgM0WDaoQ2A3bnIQTR6ty,https://p.scdn.co/mp3-preview/2d7c18a20dcfbd42487afe6cc3d006e8a607377e?cid=b82fb22d072d4120850c99225ff01644,Go Girl,0.145,2.18E-06,0.597,0.308,0.197,-6.809,0.986,115.004,0.761
Ray Charles,Blues,spotify:artist:1pPmIToKXyGdsCF6LmqLmI,spotify:track:13mPDke1bFw3xWcDkj1HJp,https://p.scdn.co/mp3-preview/b436a79318d3951731b950f35ddd04ddb25ecf11?cid=6f8bb3e64c2944d586037b9907043601,Bankroll,0.184,0,0.672,0.209,0.076,-5.66,0.869,120.954,0.813
Fabolous,Blues,spotify:artist:0YWxKQj2Go9CGHCp77UOyy,6h7PQQIUQSNSAWqRe98MBU,https://p.scdn.co/mp3-preview/574a6f85ab516ca5fe3cb6255a046f0592497207?cid=b82fb22d072d4120850c99225ff01644,"Trade It All, Pt. 2 (feat. P. Diddy & Jagged Edge)",0.029,0,0.778,0.21,0.215,-5.839,0.819,96.72,0.779
T-Pain,Blues,spotify:artist:3aQeKQSyrW4qWr35idm0cy,08uGhvS5MfBk7crUCpnjva,https://p.scdn.co/mp3-preview/97d51ba563a024d39d76c2eb3296a9f090023a2c?cid=b82fb22d072d4120850c99225ff01644,Blame It,0.0782,0,0.614,0.103,0.139,-5.426,0.673,176.052,0.362
Ty Dolla $ign,Blues,spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,6Hgh47WXVKtXN5zGOu0hjI,https://p.scdn.co/mp3-preview/809f303d112c4a0485d27a5246d987d6629056aa?cid=b82fb22d072d4120850c99225ff01644,OTW,0.183,3.26E-05,0.678,0.0541,0.106,-6.183,0.652,72.989,0.28
Anton Webern,Classical,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,7oYuqw1LPKymaj4UpKB2Fp,https://p.scdn.co/mp3-preview/4cfe215f3e01d749874bdc580dec72bfc533f732?cid=b82fb22d072d4120850c99225ff01644,"6 Bagatellen für Streichquartett, Op. 9: V. Äußerst langsam",0.973,0.196,0.0111,0.0464,0.118,-37.808,0.169,87.662,0.0335
Léo Delibes,Classical,spotify:artist:1M9AXZkNPdOd1IPEsQsXnT,3GFza0Ug9UPSMR2UKEPgIo,https://p.scdn.co/mp3-preview/e2ca7b5ae1004ab95da11a7293b6d936c6a6a6af?cid=b82fb22d072d4120850c99225ff01644,Sylvia: Pizzicato,0.875,0.0787,0.0192,0.0533,0.0615,-39.219,0.342,159.236,0.189
Pierre Boulez,Classical,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,2jW84gP3uIDngobBmpEh2j,https://p.scdn.co/mp3-preview/b4aca6412d65eb359b58a36aba4786179275ea49?cid=b82fb22d072d4120850c99225ff01644,"Kantate No. 2, Op. 31: III. Schöpfen aus Brunnen des Himmels",0.984,3.69E-06,0.0903,0.051,0.216,-20.611,0.301,97.108,0.0454
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,4rJSnB3BOvJRIQOUrR3DME,https://p.scdn.co/mp3-preview/20ba4ee3309fee7c1372ae87e18ae523f74782fb?cid=b82fb22d072d4120850c99225ff01644,"Cello Concerto in D Major, RV 403",0.92,0.656,0.114,0.0453,0.0729,-21.628,0.371,128.553,0.357
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,662GdvrRAAjJfWBPe8R9hq,https://p.scdn.co/mp3-preview/6ce031df8269442f86909d9d54463400b1326d3a?cid=b82fb22d072d4120850c99225ff01644,"L'Estro Armonico, Op. 3, Concerto No. 6 in A Minor for Violin and Strings, RV 356: III. Presto",0.668,0.767,0.418,0.0389,0.0812,-14.22,0.522,145.848,0.764
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,3yzuK6PWLHfSbyFBEsyeex,https://p.scdn.co/mp3-preview/bc32779bb568a2f089bea8b1d8ba92e377f32c3b?cid=b82fb22d072d4120850c99225ff01644,"Serenade, Op. 24: II. Minuet",0.969,0.263,0.0318,0.0445,0.173,-28.722,0.276,169.745,0.195
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,19tqMfIfWp3Q4OMw9ZIpxc,https://p.scdn.co/mp3-preview/d0b169c8a811394db61e40f20ea6f045351e985a?cid=b82fb22d072d4120850c99225ff01644,"Recorder Sonata in F Major, HWV 369, Op. 1 No. 11: II. Allegro",0.849,0,0.308,0.0495,0.12,-13.207,0.542,118.569,0.9
Georg Philipp Telemann,Classical,spotify:artist:2fg5h5pzleqI4RjFopWroj,672P3xHETWoHk7TJcjh9Ie,https://p.scdn.co/mp3-preview/4ce250eb5e6321dc2bf7abb33803c2f4b452dbfd?cid=b82fb22d072d4120850c99225ff01644,Quartet in G major / Sol majeur / G-dur: II. Vivace - Moderato - Vivace,0.872,0.0745,0.153,0.0377,0.133,-21.492,0.486,114.879,0.501
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,7DS7Fx5nGxKGHTeJZ6OYjV,https://p.scdn.co/mp3-preview/f578b9dfc73c3645c4f40c8758e3976dfdf6e601?cid=b82fb22d072d4120850c99225ff01644,"Oboe Sonata in C Minor, HWV 366, Op. 1 No. 8: II. Allegro",0.804,0.00697,0.431,0.0345,0.0906,-10.915,0.49,123.756,0.596
Yo-Yo Ma,Classical,spotify:artist:5Dl3HXZjG6ZOWT5cV375lk,6kqAM7Xawj2cSYKgchCqms,https://p.scdn.co/mp3-preview/85718022afc7332896fdedf330e5abc9918fbf61?cid=b82fb22d072d4120850c99225ff01644,"Sergio Leone Suite: Cockeye's Song from ""Once Upon a Time in America""",0.938,0.82,0.446,0.0349,0.542,-11.353,0.3,99.2,0.263
Johannes Brahms,Classical,spotify:artist:5wTAi7QkpP6kp8a54lmTOq,1Ur1RuetpzCayLtZJftIjU,https://p.scdn.co/mp3-preview/7d36dcfd9658b47fc229019feb94565a808a62ca?cid=b82fb22d072d4120850c99225ff01644,"Symphony No. 4 in E Minor, Op. 98: III. Allegro giocoso",0.72,0.456,0.125,0.0337,0.0902,-19.339,0.333,113.221,0.203
Anton Webern,Classical,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,0OWCqwNqH1XULWye5omdts,https://p.scdn.co/mp3-preview/6fb44e80d4480226c13a824049e0c36f46f219ae?cid=b82fb22d072d4120850c99225ff01644,"Deutsche Tänze, D. 820: I. Tempo giusto",0.969,0.412,0.0088,0.0565,0.175,-27.55,0.559,75.446,0.593
Claudio Monteverdi,Classical,spotify:artist:5iAhVgz6P8Nylxijb0C65v,0Zcxg7FadjzKeslFdQNvI6,https://p.scdn.co/mp3-preview/003cc3f33087f771c26500abe743e7b77b9278bf?cid=b82fb22d072d4120850c99225ff01644,Messa da capella II: Agnus Dei,0.994,0.284,0.0598,0.0681,0.0935,-25.736,0.24,65.73,0.0425
Steve Reich,Classical,spotify:artist:1aVONoJ0EM97BB26etc1vo,1YiBEdXvyWL9rupB3Cg4IQ,https://p.scdn.co/mp3-preview/8dc4d4be786e547795d3590d053ba3cb728e03d8?cid=b82fb22d072d4120850c99225ff01644,"Different Trains: America, Before the War",0.889,0.193,0.373,0.0524,0.121,-14.065,0.398,106.688,0.61
Luigi Boccherini,Classical,spotify:artist:2l4vGfFV7e46yO8lxfxR76,6AK5U11bDizRTtdHYEZrg6,https://p.scdn.co/mp3-preview/8eb7e4e04f51ef9eb8fe7d6392c7626c872a2210?cid=b82fb22d072d4120850c99225ff01644,"Wind Quartet in F Major, G. 263 No. 2: II. Andantino",0.995,0.931,0.0695,0.0454,0.0981,-23.639,0.22,87.635,0.253
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,7dMn0wEkiGOs1AeuoAaGyv,https://p.scdn.co/mp3-preview/71f12849eb665a8e07013079b59343b607b573a4?cid=b82fb22d072d4120850c99225ff01644,"Gurre-Lieder, Pt. 1: Tauben von Gurre! Sorge quält mich",0.944,1.97E-05,0.013,0.0535,0.326,-33.076,0.161,174.853,0.0292
Pierre Boulez,Classical,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,6Upe9MAQq5kOZTuKcGfmGT,https://p.scdn.co/mp3-preview/c2688c723b5dc4000d4d16ce819ab83a17ea3a6e?cid=b82fb22d072d4120850c99225ff01644,Livre pour cordes: Ia. Variation,0.964,0.363,0.145,0.0439,0.133,-23.722,0.237,118.554,0.0562
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,790jQQmWQZ0amAzJUYbeyr,https://p.scdn.co/mp3-preview/ffc05b3fd1159b24e0735cf93a691ee5b0388c75?cid=b82fb22d072d4120850c99225ff01644,"Violin Concerto, Op. 36: I. Poco allegro",0.954,0.122,0.162,0.0484,0.327,-18.373,0.382,128.373,0.0977
Jordi Savall,Classical,spotify:artist:3faEZMpTmZFXpELU1EwWNL,1dACHlt0XWd3wpGMEvdT3W,https://p.scdn.co/mp3-preview/a03495946f4105759b35ee14bb3ca9ef42748b45?cid=b82fb22d072d4120850c99225ff01644,"Concerto VI, en Si Bémol Majeur, BWV 1051 - II. Adagio ma non tanto",0.675,0.843,0.0949,0.0424,0.11,-21.12,0.153,71.286,0.0804
Johann Strauss II,Classical,spotify:artist:5goS0v24Fc1ydjCKQRwtjM,2EFYk2GBnR2wUOExUO21pT,https://p.scdn.co/mp3-preview/4c540d73b2bcff3fa4e602ffc04b06d8b3345012?cid=b82fb22d072d4120850c99225ff01644,Pizzicato Polka,0.809,0.524,0.00514,0.0589,0.0623,-39.616,0.402,79.14,0.616
Jordi Savall,Classical,spotify:artist:3faEZMpTmZFXpELU1EwWNL,7f9iwK3Z2eZ9tqNurjiuRh,https://p.scdn.co/mp3-preview/25bb38d1ef2731cb4a4732ff453cc5ea4fcc72a3?cid=b82fb22d072d4120850c99225ff01644,Sonnerie de Ste. Geneviève du Mont-de-Paris (Marin Marais),0.764,0.652,0.229,0.0474,0.104,-15.872,0.307,123.624,0.238
Wolfgang Amadeus Mozart,Classical,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,6OC0v9yU90ME5DW2o1skKr,https://p.scdn.co/mp3-preview/6b8c8e042451910822c7eab5c00498f906279295?cid=b82fb22d072d4120850c99225ff01644,"Mozart: Symphony No. 40 in G Minor, K. 550: I. Molto allegro",0.975,0.859,0.188,0.0369,0.122,-18.089,0.355,113.537,0.214
Igor Stravinsky,Classical,spotify:artist:7ie36YytMoKtPiL7tUvmoE,7ay2oLXvG79WjQRLaC4Vsl,https://p.scdn.co/mp3-preview/44863c48b66656a5da7565b3e3583e86029e7ce6?cid=b82fb22d072d4120850c99225ff01644,Requiem Canticles: Postlude,0.971,0.549,0.00138,0.0438,0.126,-30.876,0.298,97.923,0.067
Frederick Delius,Classical,spotify:artist:65YhYi4Fz5Ibgq7ueev2Rm,6HTBYkpEM2KTi209oKkaQ9,https://p.scdn.co/mp3-preview/69d6418a9bec1eccf04bb99c9ece6afee55cb046?cid=b82fb22d072d4120850c99225ff01644,North Country Sketches: No. 4. The March of the Spring,0.966,0.834,0.051,0.0379,0.149,-22.169,0.173,131.446,0.0357
Johann Sebastian Bach,Classical,spotify:artist:5aIqB5nVVvmFsvSdExz408,39Xprph8Lt2d0qyya5VX9o,https://p.scdn.co/mp3-preview/38a3138811166599ecd3f9ae161be67152653f2b?cid=b82fb22d072d4120850c99225ff01644,"Matthäus Passion, BWV 244: Recitativo, ""Des morgens aber hielten""",0.952,0,0.126,0.254,0.486,-19.387,0.685,96.347,0.513
Murray Perahia,Classical,spotify:artist:4EEQIAJoeN1V30MqFFtXxB,6qYggaRQOUVXDKhd5FMfc2,https://p.scdn.co/mp3-preview/84d90cb0ddb9085bfa1230cc229d7cb533203e5a?cid=b82fb22d072d4120850c99225ff01644,"English Suite No. 1 in A Major, BWV 806: II. Allemande",0.994,0.902,0.1,0.0441,0.0948,-28.866,0.24,131.763,0.407
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,61MHOPynbLrCaL6r1ZTyk7,https://p.scdn.co/mp3-preview/8dde41711d90564bfddaf3eefd9eb11339b392e7?cid=b82fb22d072d4120850c99225ff01644,"Chamber Concerto in D Major, RV 93: II. Largo",0.979,0.936,0.0193,0.037,0.131,-29.775,0.327,71.586,0.252
Dmitri Shostakovich,Classical,spotify:artist:6s1pCNXcbdtQJlsnM1hRIA,1JFk7hDkIsfUgs59FcRLyb,https://p.scdn.co/mp3-preview/126f415b8df3aefb891aad38b36982ed498323fa?cid=b82fb22d072d4120850c99225ff01644,"Symphony No. 5 in D Minor, Op. 47: IV. Allegro non troppo (Live)",0.865,0.682,0.166,0.0367,0.106,-16.627,0.215,103.442,0.0411
Anton Webern,Classical,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,31ve0uTtmiGqPuoxp1Dr48,https://p.scdn.co/mp3-preview/860bb8db289a45413b5946389dc83fd6b2612ea7?cid=b82fb22d072d4120850c99225ff01644,"Quartet, Op. 22: I. Sehr mäßig",0.99,0.000254,0.00237,0.0593,0.0859,-29.051,0.445,68.008,0.218
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,2fazFVp9xMzRCxxj7qy68B,https://p.scdn.co/mp3-preview/f464198704177bf0f32db62b943b458db9c1cc66?cid=b82fb22d072d4120850c99225ff01644,"Concerto for 2 Horns in F Major, RV 539: III. Allegro",0.979,0.19,0.234,0.0604,0.106,-16.543,0.542,99.875,0.85
Franz Liszt,Classical,spotify:artist:1385hLNbrnbCJGokfH2ac2,0eiT0cfG4TT3u6Zw68A1Kw,https://p.scdn.co/mp3-preview/deac322a5b298f805be14972ecc546e6e5fd5f09?cid=b82fb22d072d4120850c99225ff01644,"En rêve, nocturne, S. 207",0.983,0.921,0.0077,0.0434,0.0787,-38.933,0.29,135.607,0.0386
Claudio Monteverdi,Classical,spotify:artist:5iAhVgz6P8Nylxijb0C65v,7895Dy08vHUeaQ67Kvsq6j,https://p.scdn.co/mp3-preview/0fa99948cd216b82e57b87eaecd11d3ed9519b89?cid=b82fb22d072d4120850c99225ff01644,Messa da capella II: Benedictus,0.995,0.368,0.0643,0.046,0.112,-22.552,0.254,83.251,0.0366
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,2oRUNAQA65QZ6HgmZM8HU0,https://p.scdn.co/mp3-preview/03685c3e26cf8c2880cfdbad309db4a1aced8f3a?cid=b82fb22d072d4120850c99225ff01644,"Vivaldi: Violin Concerto in C Minor, RV 199: III. Allegro",0.936,0.115,0.262,0.0494,0.126,-15.236,0.58,116.804,0.779
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,6PTJ7eA44TJsRnW6XXbPnT,https://p.scdn.co/mp3-preview/e08e82b1b9616e65031b34e6fbb716c95a1d8928?cid=b82fb22d072d4120850c99225ff01644,Il Delirio Amoroso : Un pensiero voli in ciel,0.9,0.00216,0.0982,0.0757,0.928,-24.508,0.353,155.262,0.493
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,3VRywGNhBTETcwzR9vEQry,https://p.scdn.co/mp3-preview/d51544b1b979dca83cb8d7e2e7d7c286c8f79e06?cid=b82fb22d072d4120850c99225ff01644,"Serenade, Op. 24: V. Dance Steps",0.967,0.83,0.0673,0.0373,0.122,-24.081,0.382,87.721,0.151
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,28JS1Ehbr6JRXpFQ12otzh,https://p.scdn.co/mp3-preview/7d346b6e8f3810c01e3283a2a16e5a3c8752da44?cid=b82fb22d072d4120850c99225ff01644,"Oboe Sonata in F Major, HWV 363a, Op. 1 No. 5a: IV. Bourrée",0.851,0.623,0.319,0.0317,0.113,-12.236,0.574,108.831,0.821
Johann Sebastian Bach,Classical,spotify:artist:5aIqB5nVVvmFsvSdExz408,0zRBxer2BAaOPzp1SBXZbt,https://p.scdn.co/mp3-preview/664b6ef962c6767690d179cbfa802f0b1c29b540?cid=b82fb22d072d4120850c99225ff01644,"Matthäus Passion, BWV 244: Recitativo, ""Er antwortete und sprach""",0.917,3.77E-06,0.0956,0.0583,0.181,-19.114,0.355,89.024,0.222
Frédéric Chopin,Classical,spotify:artist:7y97mc3bZRFXzT2szRM4L4,5L2IeMfRRgKLXWaa16M89e,https://p.scdn.co/mp3-preview/470b7dd6058a7f9567f558525e9522184ce35650?cid=b82fb22d072d4120850c99225ff01644,"Nocturnes, Op. 27: No. 1 in C sharp minor. Larghetto",0.994,0.866,0.0149,0.0389,0.189,-23.076,0.413,62.251,0.0409
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,6hzMySZUr8PZwuewxgFFYA,https://p.scdn.co/mp3-preview/1ebd8a779f244eefc9d40eb16bccf781a4e2841a?cid=b82fb22d072d4120850c99225ff01644,"Water Music, Suite in D Major, HWV 349: Water Music, Suite in D Major, HWV 349: II. Alla Hornpipe",0.897,0.377,0.161,0.0456,0.0838,-19.353,0.625,126.343,0.477
Yo-Yo Ma,Classical,spotify:artist:5Dl3HXZjG6ZOWT5cV375lk,0oM6BbdHGhEza0gG8Y06pK,https://p.scdn.co/mp3-preview/0c0e87ed5132460626f5f689b12994912b82e5bf?cid=b82fb22d072d4120850c99225ff01644,"Piano Quartet No. 1 in G Minor, K. 478: II. Andante",0.977,0.532,0.0428,0.0367,0.191,-24.863,0.32,66.667,0.173
Claudio Monteverdi,Classical,spotify:artist:5iAhVgz6P8Nylxijb0C65v,2ZQwfoVMvQIkzx8P08ZCTr,https://p.scdn.co/mp3-preview/e154603b9d229b65fdf3747d32a977127bf0f1fb?cid=b82fb22d072d4120850c99225ff01644,"Monteverdi: Damigella tutta bella, SV 235",0.855,0.0292,0.312,0.0392,0.141,-16.241,0.452,149.509,0.96
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,5ru8i3KXnmeifxYSSpDBPu,https://p.scdn.co/mp3-preview/4c8a57a0809387f73871ad7bd1e7ea0493c83719?cid=b82fb22d072d4120850c99225ff01644,"Trio Sonata in F Major, Op. 1, No. 5, RV 69: II. Allemanda (Presto)",0.757,0.442,0.271,0.0462,0.211,-18.128,0.52,111.288,0.742
London Philharmonic Orchestra,Classical,spotify:artist:3PfJE6ebCbCHeuqO4BfNeA,4tHy7uSrkKL2Dpi7Hd0pMb,https://p.scdn.co/mp3-preview/19f2400814e42b0d0d49b797d8aa73ea60592365?cid=b82fb22d072d4120850c99225ff01644,"Vivaldi: Le quattro stagioni (The Four Seasons), Op. 8: Violin Concerto No. 1 in E Major, RV 269, ""La Primavera"". II. Largo e pianissimo sempre",0.967,0.482,0.0602,0.0414,0.0649,-28.842,0.242,93.449,0.1
Anton Webern,Classical,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,3j93dbGCqovAMXmtH39Cwg,https://p.scdn.co/mp3-preview/675559b7212102c9ad0947f0c9fb9fe4a5c5f2a8?cid=b82fb22d072d4120850c99225ff01644,"Three Pieces for Cello and Piano, Op. 11: III. Äußerst ruhig",0.765,0.547,0.00212,0.0422,0.116,-44.964,0.215,128.158,0.148
Daniel Barenboim,Classical,spotify:artist:78sEozQOEJxzXegUuqRSgH,7HApZFujyEwgdEI6kLv8A1,https://p.scdn.co/mp3-preview/a2d51cdefd388cabcfec1f98e05d9a71cc553a92?cid=b82fb22d072d4120850c99225ff01644,"Schoenberg: 5 Orchestral Pieces, Op. 16: No. 5 Das obligate Rezitativ (The obbligato recitative)",0.947,0.707,0.0448,0.0394,0.156,-21.949,0.148,138.218,0.0398
Charles Gounod,Classical,spotify:artist:42Vmza0WYHdhsgxFmf9Tui,7qjkWKQdgQBnMBQ5XVxuzd,https://p.scdn.co/mp3-preview/734daeac939a5c2ace423a34c3e0817e9e31d165?cid=b82fb22d072d4120850c99225ff01644,Mireille: Mon coeur est plein d'un noir souci...Anges du paradis (Act 5),0.964,0.464,0.188,0.0504,0.261,-18.77,0.176,178.595,0.089
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,01oz2PBxzgTtYBBWi0RZsO,https://p.scdn.co/mp3-preview/3e642f92df69fdbeb6b4519de5da1af300c69617?cid=b82fb22d072d4120850c99225ff01644,"Trio Sonata in C Major, Op. 1, No. 3, RV 61: II. Allemanda (Allegro)",0.829,0.012,0.212,0.0413,0.147,-17.582,0.381,119.702,0.442
Pierre Boulez,Classical,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,5ZAVeR1mOeCdzjYRS7Lw1t,https://p.scdn.co/mp3-preview/8ba9adb3cab09974a0a4bb59b1d46a343ce6942c?cid=b82fb22d072d4120850c99225ff01644,"Pierrot lunaire, Op. 21: Part II - 8. Nacht - Passacaglia",0.946,8.67E-06,0.0843,0.0481,0.103,-25.855,0.288,99.394,0.0516
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,2uGkH3hFOydm8C20DoQ0HX,https://p.scdn.co/mp3-preview/fe1d42ad03ecef162e58ac6c770ffe0f8fb6e86f?cid=b82fb22d072d4120850c99225ff01644,"Alcina, HWV 34: È gelosia",0.964,2.11E-05,0.252,0.0647,0.047,-15.25,0.48,118.158,0.664
Chicago Symphony Orchestra,Classical,spotify:artist:6TD08jYeuN128P2MZTbc8E,6gz6rxRge7BLRreM9uJXxI,https://p.scdn.co/mp3-preview/970a9a9af6bb199e85f73a526e29898132ba6d5e?cid=b82fb22d072d4120850c99225ff01644,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave",0.537,0.756,0.101,0.0451,0.442,-23.881,0.0784,173.937,0.0368
Claudio Monteverdi,Classical,spotify:artist:5iAhVgz6P8Nylxijb0C65v,5xZBGvZGWh7eGPCRTz85RT,https://p.scdn.co/mp3-preview/f0408bb48aa586bf2b15035d443b279975ed4502?cid=b82fb22d072d4120850c99225ff01644,"Monteverdi: Madrigali guerrieri, et amorosi: Lamento della ninfa,SV 163",0.907,0,0.088,0.055,0.0912,-20.827,0.249,82.083,0.0389
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,5vyWQwilAxKmiqEzjysjBZ,https://p.scdn.co/mp3-preview/a60628070ba75b078f5905f9f69746909df5f99d?cid=b82fb22d072d4120850c99225ff01644,"The Arrival Of The Queen Of Sheba, From Solomon",0.94,0.928,0.32,0.0361,0.294,-18.408,0.491,118.179,0.698
Camille Saint-Saëns,Classical,spotify:artist:436sYg6CZhNefQJogaXeK0,1IM8x4lxZVOOP9gpQD6c5s,https://p.scdn.co/mp3-preview/1a3894a986cf8b741768389eafd4b09d2dcd7f4d?cid=b82fb22d072d4120850c99225ff01644,"Danse macabre in G Minor, Op. 40",0.906,0.656,0.181,0.0443,0.0598,-20.419,0.442,115.884,0.172
Jean Sibelius,Classical,spotify:artist:7jzR5qj8vFnSu5JHaXgFEr,1FztI1ecNFxDZpjgh8ivkR,https://p.scdn.co/mp3-preview/ffb89933485c15edf3b0e2c0ebea0331c1ee6a73?cid=b82fb22d072d4120850c99225ff01644,"6 Songs, Op. 36: No. 6, Demanten på marssnön (The Diamond on the March Snow) [Arr. I. Hellman]",0.978,0.215,0.0313,0.0427,0.0567,-29.697,0.236,115.18,0.0738
Anton Webern,Classical,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,0ukL9HwNmaWFvcSEhAA32U,https://p.scdn.co/mp3-preview/463a293923f8beb79ada07eae24116b9539c3551?cid=b82fb22d072d4120850c99225ff01644,"String Quartet, Op. 28: III. Sehr fließend",0.958,0.0316,0.0202,0.0493,0.134,-25.93,0.322,89.7,0.0753
Wolfgang Amadeus Mozart,Classical,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,59ut4IMil0KX76JW9Hq3Zi,https://p.scdn.co/mp3-preview/baaff56fc530ec562cd14d8f9d562c53c4cb1086?cid=b82fb22d072d4120850c99225ff01644,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": IV. Finale: Molto allegro",0.896,0.932,0.378,0.0346,0.0562,-12.41,0.372,121.975,0.35
Henry Purcell,Classical,spotify:artist:3tMLo1k3iUo82coMLWXzxq,6IUUcPi8nerOnvdptx2ccs,https://p.scdn.co/mp3-preview/91c40850db592839f63c4711168446fe0a5786a8?cid=b82fb22d072d4120850c99225ff01644,"Suite No. 3 in G Major, Z. 662: II. Almand",0.942,0.516,0.119,0.0351,0.0604,-26.396,0.266,105.388,0.242
Léo Delibes,Classical,spotify:artist:1M9AXZkNPdOd1IPEsQsXnT,3AaLaZCjeGcq2Ge5BJwQwl,https://p.scdn.co/mp3-preview/745c97d12388475a043690aaa6d96ac852a503ce?cid=b82fb22d072d4120850c99225ff01644,Les Filles de Cadix,0.954,0.000203,0.225,0.0531,0.111,-15.557,0.441,139.984,0.359
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,5tCpkrLREGQNdh9nvwXQ4B,https://p.scdn.co/mp3-preview/2368cf914832bd6445f109ed5f05315a3067b39b?cid=b82fb22d072d4120850c99225ff01644,"Cello Sonata in B-Flat Major, Op. 14, No. 4, RV 45: II. Allegro",0.741,3.02E-06,0.277,0.0387,0.0722,-15.298,0.615,114.258,0.881
Georg Philipp Telemann,Classical,spotify:artist:2fg5h5pzleqI4RjFopWroj,2Bea82QZeASB76mCqc68sL,https://p.scdn.co/mp3-preview/5712a5ceb20bb3a5b79ea3251a08183f51583bb5?cid=b82fb22d072d4120850c99225ff01644,"Overture (Suite) in G Minor, TWV 55:g3: Aria III: Tempo di menuet",0.946,0.121,0.133,0.036,0.16,-17.729,0.678,85.798,0.911
